tanggal;importir;nama_pemasok;deskripsi_barang;harga_satuan;nilai_invoice;netto_barang;pelabuhan_masuk;negara_asal
28/01/2024 00:00;CV Marpaung Budiyanto;UD Permata Putra;sarung tangan medis latex;2497.37;37460.55;143.36;Tanjung Priok;KY
14/01/2024 00:00;CV Gunarto Uyainah Tbk;CV Mandala;sepeda anak roda;2633.93;316072.01;304.39;Belawan;TH
04/01/2024 00:00;CV Widodo;UD Hutagalung (Persero) Tbk;pelumas industri shell;3563.32;128279.66;119.74;Batam;MY
09/01/2024 00:00;CV Gunarto Uyainah Tbk;UD Palastri Tbk;besi hollow galvanis;3513.59;604338.08;381.7;Tanjung Priok;KY
16/01/2024 00:00;CV Widodo;Perum Wibowo Tbk;alat tes antigen;4090.82;499080.63;535.43;Tanjung Priok;KY
03/01/2024 00:00;PD Yulianti Budiman;UD Mahendra (Persero) Tbk;vacuum cleaner xiaomi;3521.55;316939.6;103.89;Belawan;IN
16/01/2024 00:00;CV Sihombing Wibisono;UD Nasyidah;sepatu lari nike;1859.17;314199.63;78.01;Tanjung Priok;KY
12/01/2024 00:00;PD Yulianti Budiman;UD Salahudin Purnawati (Persero) Tbk;besi hollow galvanis;2356.51;315771.92;841.98;Soekarno-Hatta;TH
30/01/2024 00:00;CV Hassanah Wijaya;CV USda Wulandari;besi hollow galvanis;2178.82;176484.03;509.29;Soekarno-Hatta;SG
11/01/2024 00:00;Perum Halimah Tbk;CV Waskita;laptop apple macbook pro;4526.12;402825.06;847.62;Belawan;TH
13/01/2024 00:00;CV Marpaung Budiyanto;UD Sudiati Fujiati;kursi kantor ergonomis;4373.78;446125.19;573.22;Tanjung Emas;VN
23/01/2024 00:00;PD Yulianti Budiman;PT Nasyiah;panel surya;744.67;117657.71;491.18;Makassar;KR
30/01/2024 00:00;Perum Halimah Tbk;PD Marpaung Tbk;kursi roda lipat;956.7;176032.41;635.61;Belawan;JP
21/01/2024 00:00;PD Hutagalung Purnawati Tbk;PD Sihombing Tbk;rice cooker cosmos;2918.0;557337.55;550.42;Bitung;SG
10/01/2024 00:00;PD Hutagalung Purnawati Tbk;UD Saefullah Tbk;besi beton ulir;75.06;3940494.05;1.1;Tanjung Emas;MY
29/01/2024 00:00;PD Hutagalung Purnawati Tbk;CV USda Wulandari;konsol game playstation;770.4;97841.43;754.2;Tanjung Emas;SG
02/01/2024 00:00;CV Gunarto Uyainah Tbk;CV Sihombing;besi hollow galvanis;3846.35;157700.44;959.81;Batam;KR
25/01/2024 00:00;CV Sihombing Wibisono;PD Marpaung Tbk;smartphone xiaomi redmi;845.09;165637.88;118.69;Tanjung Priok;KY
13/01/2024 00:00;CV Gunarto Uyainah Tbk;CV Pudjiastuti Nurdiyanti;blender philips;4165.72;808149.74;428.21;Tanjung Priok;KY
22/01/2024 00:00;CV Gunarto Uyainah Tbk;UD Palastri Tbk;smartphone samsung galaxy;3018.73;81505.81;674.06;Belawan;DE
26/01/2024 00:00;PT Handayani Tbk;Perum Waskita Rahmawati (Persero) Tbk;termometer digital;1398.32;234917.34;745.12;Soekarno-Hatta;KR
22/01/2024 00:00;PD Yulianti Budiman;Perum Suwarno Wibowo;kamera cctv infrared;1155.69;134060.39;459.57;Tanjung Emas;US
07/01/2024 00:00;Perum Halimah Tbk;UD Palastri Tbk;raspberry model;496.48;90360.16;11.35;Belawan;CN
25/01/2024 00:00;CV Gunarto Uyainah Tbk;Perum Pangestu Najmudin Tbk;blender philips;66.54;9049.09;663.89;Tanjung Priok;KY
13/01/2024 00:00;CV Sihombing Wibisono;PD Siregar;kursi kantor ergonomis;1952.6;265553.22;501.91;Soekarno-Hatta;MY
18/01/2024 00:00;PT Handayani Tbk;UD Salahudin Purnawati (Persero) Tbk;alat pemadam api ringan;1379.57;33109.69;83.79;Soekarno-Hatta;JP
09/01/2024 00:00;Perum Halimah Tbk;UD Saefullah Tbk;vacuum cleaner xiaomi;4364.52;65467.78;314.21;Soekarno-Hatta;KR
28/01/2024 00:00;PT Handayani Tbk;Perum Pangestu Najmudin Tbk;kamera cctv infrared;584.43;98184.26;883.15;Soekarno-Hatta;KR
09/01/2024 00:00;CV Marpaung Budiyanto;UD Sudiati Fujiati;besi hollow galvanis;1452.88;273141.6;463.33;Tanjung Priok;KY
05/01/2024 00:00;CV Marpaung Budiyanto;UD Permata Putra;raspberry model;1817.66;252655.0;225.76;Tanjung Priok;KY
29/01/2024 00:00;CV Sihombing Wibisono;UD Zulaika Hutasoit;termometer digital;2402.06;122505.19;247.52;Bitung;IN
13/01/2024 00:00;Perum Halimah Tbk;PT Melani USmah (Persero) Tbk;alat tes antigen;4443.17;759782.21;250.85;Batam;VN
22/01/2024 00:00;Perum Halimah Tbk;PT Kuswoyo Mandala;oli mesin kendaraan;724.28;110815.6;283.42;Tanjung Priok;KY
30/01/2024 00:00;CV Gunarto Uyainah Tbk;UD Saefullah Tbk;sarung tangan medis latex;628.43;13196.95;88.31;Belawan;MY
06/01/2024 00:00;CV Marpaung Budiyanto;UD Sudiati Fujiati;konsol game playstation;4703.64;75258.27;453.42;Tanjung Emas;IN
18/01/2024 00:00;PD Yulianti Budiman;CV Simanjuntak Manullang;laptop apple macbook pro;729.37;51055.87;659.68;Tanjung Perak;VN
26/01/2024 00:00;CV Widodo;CV Habibi Pudjiastuti Tbk;panel surya;4484.07;520151.71;33614.73;Tanjung Emas;DE
18/01/2024 00:00;CV Sihombing Wibisono;CV Habibi Pudjiastuti Tbk;panel surya;1226.46;198687.14;264.83;Belawan;SG
23/01/2024 00:00;CV Hassanah Wijaya;Perum Suwarno Wibowo;vacuum cleaner xiaomi;244465.07;84003712.87;615.33;Soekarno-Hatta;CN
05/01/2024 00:00;PT Handayani Tbk;PD Thamrin Pertiwi;alat pemadam api ringan;4144.8;530534.66;4251.41;Tanjung Emas;CN
07/01/2024 00:00;CV Marpaung Budiyanto;PT Wahyudin (Persero) Tbk;sepeda anak roda;1789.42;230835.77;102.18;Bitung;CN
06/01/2024 00:00;CV Gunarto Uyainah Tbk;UD Palastri Tbk;besi beton ulir;736.37;40459129.99;2.06;Tanjung Priok;KY
15/01/2024 00:00;CV Marpaung Budiyanto;CV Pudjiastuti Nurdiyanti;rice cooker cosmos;2229.25;307636.44;45.76;Makassar;SG
08/01/2024 00:00;PD Yulianti Budiman;Perum Siregar;oli mesin kendaraan;762.23;48572629.43;2.09;Tanjung Priok;KY
11/01/2024 00:00;CV Marpaung Budiyanto;UD Sitompul Permata;alat pemadam api ringan;922.22;136489.19;830.59;Tanjung Emas;JP
28/01/2024 00:00;UD Suryono;PD Najmudin (Persero) Tbk;termometer digital;4622.81;152552.63;321.0;Tanjung Perak;CN
30/01/2024 00:00;PD Yulianti Budiman;CV USda Wulandari;alat pemadam api ringan;6311.52;7057.12;256.76;Makassar;JP
11/01/2024 00:00;CV Hassanah Wijaya;Perum Melani (Persero) Tbk;kursi roda lipat;8671793.61;443348549.97;623.4;Tanjung Priok;KY
07/01/2024 00:00;Perum Halimah Tbk;UD Sudiati Fujiati;kursi kantor ergonomis;2924.35;157914.85;862.44;Makassar;TH
10/01/2024 00:00;CV Marpaung Budiyanto;UD Sitompul Permata;oli mesin kendaraan;3674.26;679739.02;91.94;Tanjung Emas;US
28/01/2024 00:00;CV Widodo;PD Uyainah Sudiati;speaker bluetooth jbl;1257.39;90531.79;350.15;Makassar;TH
13/01/2024 00:00;PD Yulianti Budiman;CV Habibi Pudjiastuti Tbk;cokelat batangan;887.99;165166.6;990.25;Batam;IN
11/01/2024 00:00;CV Gunarto Uyainah Tbk;UD Palastri Tbk;konsol game playstation;1804.59;175045.06;693.67;Batam;MY
01/01/2024 00:00;PD Hutagalung Purnawati Tbk;PD Najmudin (Persero) Tbk;kursi roda lipat;290.22;30762.93;110.68;Bitung;TH
30/01/2024 00:00;CV Hassanah Wijaya;CV Mandala;oli mesin kendaraan;2513.96;457541.53;600.29;Tanjung Perak;VN
18/01/2024 00:00;CV Gunarto Uyainah Tbk;Perum Siregar Kuswandari;printer inkjet canon pixma;66.32;6631.82;81.57;Makassar;VN
17/01/2024 00:00;CV Marpaung Budiyanto;Perum Siregar;besi hollow galvanis;3990.17;646407.84;323.7;Tanjung Emas;KR
02/01/2024 00:00;PD Yulianti Budiman;CV Prasasta SUSnti;teh hijau celup;1689.65;148689.56;497.79;Batam;JP
10/01/2024 00:00;CV Marpaung Budiyanto;PT Nasyiah;kamera dslr canon eos;307.26;24887.8;501.06;Batam;TH
13/01/2024 00:00;CV Gunarto Uyainah Tbk;CV USda Wulandari;termometer digital;1004.44;89403882.8;9.06;Tanjung Perak;DE
20/01/2024 00:00;CV Sihombing Wibisono;UD Nasyidah;sepatu lari nike;56.75;1134.96;71.31;Tanjung Priok;CN
17/01/2024 00:00;PD Hutagalung Purnawati Tbk;Perum Siregar;kursi kantor ergonomis;6582127.77;354166815.9;447.02;Makassar;SG
12/01/2024 00:00;Perum Halimah Tbk;PT Nasyiah;speaker bluetooth jbl;6260654.02;740316141.12;164.24;Tanjung Perak;CN
16/01/2024 00:00;CV Marpaung Budiyanto;PD Halim;oli mesin kendaraan;4442.8;342095.76;468.89;Batam;SG
25/01/2024 00:00;CV Marpaung Budiyanto;UD Saefullah Tbk;pelumas industri shell;3707.16;14828.64;350.27;Belawan;IN
12/01/2024 00:00;PD Hutagalung Purnawati Tbk;PD Siregar;plastik roll;576.24;55894.93;11.05;Tanjung Perak;JP
18/01/2024 00:00;Perum Halimah Tbk;CV Habibi Pudjiastuti Tbk;cokelat batangan;2432.01;20675690.03;7.05;Bitung;CN
20/01/2024 00:00;PD Yulianti Budiman;UD Permata Putra;cokelat batangan;807.17;43587.43;5.6;Tanjung Perak;US
19/01/2024 00:00;PD Hutagalung Purnawati Tbk;Perum Anggriawan Hartati Tbk;sarung tangan medis latex;2707207.9;107405463.22;913.33;Batam;VN
05/01/2024 00:00;PT Handayani Tbk;CV Mandala;konsol game playstation;5960.29;5169.16;382.35;Makassar;US
04/01/2024 00:00;CV Hassanah Wijaya;PD Lailasari Tbk;speaker bluetooth jbl;1032.86;39248.63;893.71;Tanjung Perak;MY
29/01/2024 00:00;CV Widodo;UD Namaga (Persero) Tbk;kamera cctv infrared;4073288.55;172522680.81;515.92;Tanjung Priok;KY
20/01/2024 00:00;CV Marpaung Budiyanto;CV Zulaika (Persero) Tbk;kopi instan kemasan sachet;1810.56;309605.32;434.52;Tanjung Priok;KY
28/01/2024 00:00;PT Handayani Tbk;PD Marpaung Tbk;pupuk urea granul;4603.61;754992.02;249.28;Soekarno-Hatta;SG
13/01/2024 00:00;PD Yulianti Budiman;UD Permata Putra;smartphone samsung galaxy;3107.75;62971488.28;9.08;Batam;DE
19/01/2024 00:00;CV Marpaung Budiyanto;Perum Waskita Rahmawati (Persero) Tbk;drone dji mini pro;905.76;171189.55;125.26;Makassar;KR
18/01/2024 00:00;UD Suryono;CV Prasasta SUSnti;rice cooker cosmos;2809.04;120788.58;866.45;Tanjung Emas;US
14/01/2024 00:00;UD Suryono;Perum Putra;pelumas industri shell;1251.77;821205962.22;7.05;Tanjung Perak;DE
09/01/2024 00:00;CV Gunarto Uyainah Tbk;UD Sitompul Permata;sarung tangan medis latex;4910020.08;810333272.85;191.81;Soekarno-Hatta;DE
09/01/2024 00:00;CV Sihombing Wibisono;Perum Waskita Rahmawati (Persero) Tbk;speaker bluetooth jbl;2554974.41;668272312.95;394.86;Bitung;KY
14/01/2024 00:00;CV Sihombing Wibisono;PD Maryati Kuswandari;sepeda anak roda;1663.32;287754.66;281.5;Batam;IN
06/01/2024 00:00;Perum Halimah Tbk;Perum Siregar;raspberry model;6136451.86;53411296.39;661.35;Makassar;CN
27/01/2024 00:00;UD Suryono;PT Melani USmah (Persero) Tbk;drone dji mini pro;3706.56;396601.64;915.8;Batam;SG
02/01/2024 00:00;CV Sihombing Wibisono;CV USda Wulandari;gula pasir rafinasi;3661.19;62522123.11;4.01;Belawan;DE
17/01/2024 00:00;CV Gunarto Uyainah Tbk;PD Sihombing Tbk;alat tes antigen;1498.48;77920.7;610.02;Makassar;IN
29/01/2024 00:00;PD Hutagalung Purnawati Tbk;CV Habibi Pudjiastuti Tbk;termometer digital;287.68;36247.85;8029.97;Batam;KR
22/01/2024 00:00;CV Gunarto Uyainah Tbk;PD Uyainah Sudiati;pupuk urea granul;2788157.79;424984204.95;846.37;Batam;SG
20/01/2024 00:00;CV Widodo;PT Nasyiah;kursi roda lipat;1646.93;508147632.51;2.07;Bitung;KY
02/01/2024 00:00;PD Hutagalung Purnawati Tbk;CV Habibi Pudjiastuti Tbk;kursi roda lipat;2786.58;518303.73;365.19;Makassar;JP
17/01/2024 00:00;CV Marpaung Budiyanto;Perum Waskita Rahmawati (Persero) Tbk;drone dji mini pro;4210.26;530493.18;559.04;Bitung;KY
20/01/2024 00:00;CV Hassanah Wijaya;PD Marpaung Tbk;termometer digital;37.85;5336.93;662.05;Soekarno-Hatta;IN
28/01/2024 00:00;CV Hassanah Wijaya;Perum Wibowo Tbk;termometer digital;4534216.22;656900649.12;920.83;Tanjung Emas;US
28/01/2024 00:00;CV Sihombing Wibisono;PD Marpaung Tbk;besi beton ulir;3804.74;15218.95;312.67;Makassar;VN
30/01/2024 00:00;CV Marpaung Budiyanto;CV Pudjiastuti Nurdiyanti;mie instan goreng;875.54;44652.38;698.93;Soekarno-Hatta;DE
19/01/2024 00:00;PD Yulianti Budiman;UD Kuswandari Purwanti Tbk;cokelat batangan;2488.64;169227.59;8172.85;Tanjung Priok;KY
10/01/2024 00:00;CV Hassanah Wijaya;UD Hutagalung (Persero) Tbk;drone dji mini pro;4816.31;939180.17;248.04;Makassar;JP
11/01/2024 00:00;CV Marpaung Budiyanto;UD Saefullah Tbk;rice cooker cosmos;2216.21;403350.75;403.78;Tanjung Priok;KY
19/01/2024 00:00;PD Hutagalung Purnawati Tbk;CV Melani (Persero) Tbk;cokelat batangan;3256.59;325658.87;397.72;Tanjung Priok;KY
06/01/2024 00:00;CV Hassanah Wijaya;Perum Siregar;kursi kantor ergonomis;1760.04;50994733.7;7.06;Tanjung Perak;CN
03/01/2024 00:00;UD Suryono;CV Waskita;mie instan goreng;2385.97;93053.01;730.67;Tanjung Emas;JP
23/01/2024 00:00;Perum Halimah Tbk;CV Habibi Pudjiastuti Tbk;printer inkjet canon pixma;1409.05;235311.0;920.66;Tanjung Emas;IN
25/01/2024 00:00;PT Handayani Tbk;PT Kuswoyo Mandala;besi beton ulir;4135.5;574834.62;5541.08;Batam;SG
09/01/2024 00:00;PD Hutagalung Purnawati Tbk;PT Kuswoyo Mandala;pelumas industri shell;1794.37;123811.25;334.52;Tanjung Perak;TH
08/01/2024 00:00;PD Hutagalung Purnawati Tbk;PT Melani USmah (Persero) Tbk;termometer digital;4398.13;778468.29;111.58;Tanjung Priok;KY
03/01/2024 00:00;CV Sihombing Wibisono;UD Nasyidah;sepatu lari nike;1022.2;44976.73;57.65;Tanjung Priok;KY
14/01/2024 00:00;PD Hutagalung Purnawati Tbk;UD Sitompul Permata;kursi roda lipat;1818.21;350901188.77;8.08;Soekarno-Hatta;VN
05/01/2024 00:00;CV Widodo;PD Halim;smartphone samsung galaxy;8294855.06;27140506.74;884.94;Tanjung Emas;TH
13/01/2024 00:00;PD Yulianti Budiman;PT Melani USmah (Persero) Tbk;kerudung pashmina;1190.45;80950.82;475.02;Makassar;KR
01/01/2024 00:00;CV Widodo;CV Prasasta SUSnti;mie instan goreng;67.14;2685.43;65.73;Tanjung Priok;KY
22/01/2024 00:00;CV Gunarto Uyainah Tbk;PT Nasyiah;laptop apple macbook pro;2001.13;326184.4;1071.4;Batam;CN
05/01/2024 00:00;CV Marpaung Budiyanto;PD Putra Hastuti Tbk;kipas angin meja;2472.28;333758.32;133.15;Soekarno-Hatta;JP
13/01/2024 00:00;Perum Halimah Tbk;UD Namaga (Persero) Tbk;smartphone samsung galaxy;2011.73;56328.4;675.05;Tanjung Perak;KR
16/01/2024 00:00;CV Hassanah Wijaya;PD Marpaung Tbk;jaket kulit pria;4334.93;459502.64;413.73;Tanjung Perak;KR
13/01/2024 00:00;CV Widodo;PD Sihombing Tbk;oli mesin kendaraan;3840.48;184342.81;266.49;Tanjung Priok;KY
20/01/2024 00:00;CV Marpaung Budiyanto;PT Kuswoyo Mandala;sepatu lari nike;4981.56;478230.22;734.55;Tanjung Emas;VN
16/01/2024 00:00;PT Handayani Tbk;PD Lailasari Tbk;pelumas industri shell;1999.01;141929.77;595.65;Batam;JP
07/01/2024 00:00;PD Yulianti Budiman;UD Nasyidah;kopi instan kemasan sachet;5297.8;582758.14;915.85;Tanjung Priok;KY
10/01/2024 00:00;UD Suryono;UD Permata Putra;topi baseball adidas;4539.18;721730.09;129.76;Belawan;JP
01/01/2024 00:00;Perum Halimah Tbk;Perum Prabowo Kusumo (Persero) Tbk;sarung tangan medis latex;1493.45;222524.03;638.31;Belawan;VN
22/01/2024 00:00;UD Suryono;Perum Siregar Kuswandari;kamera dslr canon eos;3860.78;710384.39;625.32;Tanjung Priok;KY
05/01/2024 00:00;CV Sihombing Wibisono;UD Sitompul Permata;mie instan goreng;62.8;2260.97;73.48;Makassar;VN
03/01/2024 00:00;CV Hassanah Wijaya;PD Najmudin (Persero) Tbk;oli mesin kendaraan;9434831.86;206747256.17;783.82;Soekarno-Hatta;TH
22/01/2024 00:00;PD Hutagalung Purnawati Tbk;CV Mandala;mie instan goreng;2248.47;186622.64;747.22;Tanjung Priok;KY
24/01/2024 00:00;CV Hassanah Wijaya;PT Kuswoyo Mandala;printer inkjet canon pixma;4016.09;755025.14;774.52;Tanjung Emas;SG
09/01/2024 00:00;PD Yulianti Budiman;UD Nasyidah;speaker bluetooth jbl;4216.79;725288.0;881.95;Soekarno-Hatta;IN
15/01/2024 00:00;CV Marpaung Budiyanto;Perum Waskita Rahmawati (Persero) Tbk;beras premium;4218.21;527276.12;55.56;Tanjung Perak;CN
29/01/2024 00:00;PT Handayani Tbk;CV Mandala;kamera cctv infrared;4312.23;508843.59;95.49;Tanjung Perak;US
10/01/2024 00:00;CV Marpaung Budiyanto;PD Halim;besi hollow galvanis;4523.49;189986.4;108.58;Tanjung Emas;KR
16/01/2024 00:00;UD Suryono;UD Saefullah Tbk;kursi roda lipat;1100.91;212474.9;368.09;Batam;IN
24/01/2024 00:00;PT Handayani Tbk;Perum Wibowo Tbk;modul elektronik arduino;1421.08;275689.58;273.04;Tanjung Priok;KY
20/01/2024 00:00;UD Suryono;UD Mahendra (Persero) Tbk;alat tes antigen;1333.84;90089388.67;8.06;Batam;JP
27/01/2024 00:00;CV Hassanah Wijaya;PT Wahyudin (Persero) Tbk;gula pasir rafinasi;555.47;27300915.87;4.03;Belawan;MY
06/01/2024 00:00;UD Suryono;CV Simanjuntak Manullang;kopi instan kemasan sachet;2062.34;253667.78;490.19;Soekarno-Hatta;SG
10/01/2024 00:00;CV Hassanah Wijaya;UD Palastri Tbk;termometer digital;47.51;9168.95;790.19;Soekarno-Hatta;IN
22/01/2024 00:00;CV Sihombing Wibisono;PD Halim;kamera dslr canon eos;5295.54;354801.14;349.23;Batam;CN
01/01/2024 00:00;CV Widodo;UD Sudiati Fujiati;kamera dslr canon eos;1476.32;239163.28;918.74;Tanjung Perak;KR
21/01/2024 00:00;CV Sihombing Wibisono;PD Uyainah Sudiati;kamera dslr canon eos;1422840.74;789077358.93;374.75;Belawan;DE
14/01/2024 00:00;CV Sihombing Wibisono;PD Halim;termometer digital;4752.64;55677257.75;8.09;Soekarno-Hatta;JP
28/01/2024 00:00;CV Sihombing Wibisono;PT Wahyudin (Persero) Tbk;smartphone samsung galaxy;381.19;44980.39;469.94;Batam;US
11/01/2024 00:00;CV Sihombing Wibisono;PD Marpaung Tbk;smartphone samsung galaxy;1127.74;154500.89;473.12;Tanjung Priok;KY
30/01/2024 00:00;CV Hassanah Wijaya;UD Hutagalung (Persero) Tbk;jaket kulit pria;1335.38;188289.09;439.69;Tanjung Emas;JP
12/01/2024 00:00;PD Hutagalung Purnawati Tbk;PD Sihombing Halimah;pupuk urea granul;3909.35;555128.27;120.41;Tanjung Emas;CN
15/01/2024 00:00;CV Hassanah Wijaya;CV Mandala;drone dji mini pro;487.26;81859.94;845.69;Batam;DE
16/01/2024 00:00;CV Gunarto Uyainah Tbk;PT Melani USmah (Persero) Tbk;konsol game playstation;2236.91;335536.86;506.24;Tanjung Perak;IN
13/01/2024 00:00;CV Gunarto Uyainah Tbk;CV Prasasta SUSnti;sarung tangan medis latex;3019.17;582700.16;63.1;Tanjung Priok;KY
15/01/2024 00:00;PD Yulianti Budiman;Perum Siregar;kerudung pashmina;2068.82;57926.89;602.06;Soekarno-Hatta;JP
13/01/2024 00:00;PT Handayani Tbk;CV Simanjuntak Manullang;alat tes antigen;2615019.53;6631647401.66;508.55;Soekarno-Hatta;IN
17/01/2024 00:00;PD Hutagalung Purnawati Tbk;PD Maryati Kuswandari;oli mesin kendaraan;3187.32;127492.9;112.14;Batam;VN
14/01/2024 00:00;CV Gunarto Uyainah Tbk;Perum Prabowo Kusumo (Persero) Tbk;laptop apple macbook pro;2035.79;403086.54;413.6;Tanjung Priok;KY
20/01/2024 00:00;CV Sihombing Wibisono;UD Nasyidah;sepatu lari nike;1790.23;145008.56;70.27;Tanjung Priok;KY
27/01/2024 00:00;UD Suryono;PD Sihombing Tbk;printer inkjet canon pixma;1944.39;79720.1;299.4;Soekarno-Hatta;SG
19/01/2024 00:00;Perum Halimah Tbk;PT Melani USmah (Persero) Tbk;laptop apple macbook pro;2274.51;225176.26;20.61;Batam;JP
30/01/2024 00:00;CV Gunarto Uyainah Tbk;PD Putra Hastuti Tbk;rice cooker cosmos;4556.49;305285.09;48.36;Tanjung Emas;MY
13/01/2024 00:00;CV Hassanah Wijaya;CV Mandala;kopi instan kemasan sachet;1645.12;144770.75;161.51;Tanjung Priok;KY
13/01/2024 00:00;UD Suryono;UD Zulaika Hutasoit;kamera cctv infrared;2121.49;116682.18;227.74;Tanjung Emas;MY
21/01/2024 00:00;PD Yulianti Budiman;CV Pudjiastuti Nurdiyanti;smartphone samsung galaxy;2078.63;392860.25;179.88;Belawan;CN
22/01/2024 00:00;PD Hutagalung Purnawati Tbk;Perum Wibowo Tbk;jaket kulit pria;4408.77;828848.95;385.89;Soekarno-Hatta;US
24/01/2024 00:00;UD Suryono;Perum Wibowo Tbk;printer inkjet canon pixma;2899.39;466801.56;49.63;Soekarno-Hatta;CN
10/01/2024 00:00;CV Gunarto Uyainah Tbk;Perum Pratama Tbk;meja kantor kayu jati;5756504.54;216761880.62;799.08;Belawan;KR
01/01/2024 00:00;UD Suryono;CV USda Wulandari;sarung tangan medis latex;3491223.59;630367843.21;13.21;Tanjung Priok;KY
20/01/2024 00:00;UD Suryono;PD Putra Hastuti Tbk;meja kantor kayu jati;2618063.16;804639831.5;147.91;Soekarno-Hatta;JP
29/01/2024 00:00;CV Widodo;UD Zulaika Hutasoit;besi beton ulir;716.6;7166.05;710.48;Makassar;MY
06/01/2024 00:00;Perum Halimah Tbk;PD Maryati Kuswandari;router tplink archer;4662.56;46625.6;250.85;Tanjung Priok;KY
24/01/2024 00:00;CV Marpaung Budiyanto;PT Nasyiah;drone dji mini pro;1949.85;173536.36;172.84;Tanjung Emas;DE
12/01/2024 00:00;CV Widodo;Perum Pratama Tbk;rice cooker cosmos;514230.87;23077706.54;417.81;Tanjung Emas;VN
11/01/2024 00:00;CV Sihombing Wibisono;UD Palastri Tbk;sarung tangan medis latex;1325.16;127215.55;619.93;Makassar;TH
07/01/2024 00:00;PT Handayani Tbk;PD Lailasari Tbk;jaket kulit pria;1060.4;108161.07;459.85;Tanjung Emas;SG
27/01/2024 00:00;PD Hutagalung Purnawati Tbk;PD Uyainah Sudiati;minyak goreng sawit;55.96;10911.28;923.64;Makassar;SG
21/01/2024 00:00;PD Hutagalung Purnawati Tbk;UD Kuswandari Purwanti Tbk;oli mesin kendaraan;4334.66;13003.98;352.09;Tanjung Emas;VN
05/01/2024 00:00;Perum Halimah Tbk;PD Marpaung Tbk;kopi instan kemasan sachet;1097.55;165730.6;454.61;Batam;MY
09/01/2024 00:00;PT Handayani Tbk;PD Maryati Kuswandari;kursi roda lipat;5697.37;840780535.13;4.04;Soekarno-Hatta;US
16/01/2024 00:00;CV Sihombing Wibisono;UD Nasyidah;sepatu lari nike;5023.11;863975.7;76.11;Tanjung Priok;CN
01/01/2024 00:00;CV Hassanah Wijaya;PD Maryati Kuswandari;gula pasir rafinasi;2773547.15;1608729469.03;605.39;Tanjung Priok;KY
01/01/2024 00:00;CV Marpaung Budiyanto;PD Lailasari Tbk;plastik roll;6441618.49;49507514.39;918.02;Batam;MY
01/01/2024 00:00;PD Hutagalung Purnawati Tbk;CV Waskita;konsol game playstation;43.5;5046.23;816.68;Batam;DE
25/01/2024 00:00;PD Hutagalung Purnawati Tbk;PD Sihombing Halimah;kopi instan kemasan sachet;1068.79;97259.56;443.7;Tanjung Emas;CN
14/01/2024 00:00;PD Hutagalung Purnawati Tbk;Perum Siregar;kopi instan kemasan sachet;1361.02;166044.07;978.3;Tanjung Priok;KY
25/01/2024 00:00;PD Hutagalung Purnawati Tbk;PD Sihombing Halimah;sepatu lari nike;2692.18;64612.27;634.32;Soekarno-Hatta;KR
22/01/2024 00:00;Perum Halimah Tbk;UD Nasyidah;sepeda anak roda;2697.32;151050.03;1443.7;Tanjung Priok;KY
13/01/2024 00:00;Perum Halimah Tbk;Perum Pratama Tbk;kamera cctv infrared;3680.7;283414.15;594.15;Belawan;CN
15/01/2024 00:00;CV Hassanah Wijaya;CV Melani (Persero) Tbk;printer inkjet canon pixma;906.72;282435913.45;1.04;Soekarno-Hatta;VN
10/01/2024 00:00;Perum Halimah Tbk;UD Salahudin Purnawati (Persero) Tbk;jaket kulit pria;758.6;31102.65;423.49;Tanjung Perak;US
12/01/2024 00:00;CV Marpaung Budiyanto;UD Zulaika Hutasoit;termometer digital;1888.18;180223556.05;2.02;Batam;DE
14/01/2024 00:00;Perum Halimah Tbk;Perum Siregar;printer inkjet canon pixma;4044.01;582336.84;884.11;Tanjung Priok;KY
15/01/2024 00:00;CV Hassanah Wijaya;PD Najmudin (Persero) Tbk;kipas angin meja;8060.74;532008.63;790.22;Tanjung Perak;CN
17/01/2024 00:00;Perum Halimah Tbk;UD Zulaika Hutasoit;kamera cctv infrared;2406.11;233393.1;309.4;Makassar;US
24/01/2024 00:00;Perum Halimah Tbk;PD Siregar;kipas angin meja;2219.28;286287.33;438.44;Batam;SG
13/01/2024 00:00;UD Suryono;PT Kuswoyo Mandala;alat tes antigen;3358.39;574285.48;755.71;Tanjung Emas;US
14/01/2024 00:00;CV Hassanah Wijaya;Perum Pratama Tbk;sarung tangan medis latex;2426.97;388314.88;850.39;Makassar;VN
21/01/2024 00:00;PT Handayani Tbk;PD Lailasari Tbk;minyak goreng sawit;1986.61;111250.08;938.75;Belawan;IN
29/01/2024 00:00;CV Widodo;Perum Suwarno Wibowo;printer laserjet;1780.44;268846.03;792.47;Makassar;IN
20/01/2024 00:00;CV Gunarto Uyainah Tbk;CV Melani (Persero) Tbk;drone dji mini pro;61.95;6071.55;57.29;Batam;VN
27/01/2024 00:00;PT Handayani Tbk;PD Maryati Kuswandari;rice cooker cosmos;815.57;28544.94;751.12;Tanjung Emas;DE
09/01/2024 00:00;CV Hassanah Wijaya;Perum Pangestu Najmudin Tbk;cokelat batangan;3979.21;449651.17;641.36;Batam;JP
22/01/2024 00:00;PD Hutagalung Purnawati Tbk;UD Saefullah Tbk;meja kantor kayu jati;3025.3;284378.59;500.88;Makassar;TH
